ALPHA,BETA,J,CO2
0.76999956,0.11999998,0.23276235,3.8254952
0.77999955,0.11999998,0.27317041,4.0388927
0.78999954,0.11999998,0.26523364,4.4597821
0.79999954,0.11999998,0.24168524,3.9278324
0.80999953,0.11999998,0.21666825,3.7416875
0.81999952,0.11999998,0.26111683,3.7307396
0.82999951,0.11999998,0.26604843,4.0104537
0.8399995,0.11999998,0.24909732,3.7768528
0.84999949,0.11999998,0.27777168,4.2495165
0.85999948,0.11999998,0.23981623,3.541635
0.86999947,0.11999998,0.26679006,4.1117196
0.87999946,0.11999998,0.26281032,4.2325244
0.88999945,0.11999998,0.2660521,4.2378635
0.89999944,0.11999998,0.26123717,4.2873354
0.90999943,0.11999998,0.25961366,3.935585
0.91999942,0.11999998,0.27724782,3.8782203
0.92999941,0.11999998,0.26620266,4.2802901
0.9399994,0.11999998,0.23561797,3.9254177
0.94999939,0.11999998,0.2414591,3.8338852
0.95999938,0.11999998,0.21413225,3.5081141
0.96999937,0.11999998,0.26541945,4.0413465
0.97999936,0.11999998,0.19087328,3.2682374
0.98999935,0.11999998,0.26260829,4.2664804
0.99999934,0.11999998,0.27321491,4.2242093
0,0.12999998,0,0
0.00999999978,0.12999998,0.0644750819,1.9317828
0.0199999996,0.12999998,0.0773754865,1.9910827
0.0299999993,0.12999998,0.09513437,2.0552342
0.0399999991,0.12999998,0.11212676,2.151912
0.049999997,0.12999998,0.13319544,2.2642751
0.0599999949,0.12999998,0.15820388,2.3526449
0.0699999928,0.12999998,0.18214281,2.48911
0.0799999908,0.12999998,0.20097996,2.6690896
0.0899999887,0.12999998,0.21782167,2.6922512
0.0999999866,0.12999998,0.24217896,2.8629997
0.10999998,0.12999998,0.26766476,3.0356479
0.11999998,0.12999998,0.28506833,4.3836837
0.12999998,0.12999998,0.28391999,6.071466
0.13999999,0.12999998,0.28107604,6.2070947
0.14999999,0.12999998,0.29587302,6.062377
0.16,0.12999998,0.28741041,5.6061444
0.17,0.12999998,0.29127917,5.3347774
0.18000001,0.12999998,0.26591367,4.7706237
0.19000001,0.12999998,0.28501844,4.494029
0.20000002,0.12999998,0.29406986,4.866056
0.21000002,0.12999998,0.27406284,4.5716376
0.22000003,0.12999998,0.30438527,4.7501602
0.23000003,0.12999998,0.28039709,4.4440193
0.24000004,0.12999998,0.27298138,4.3197927
0.25000003,0.12999998,0.24565902,4.04355
0.26000002,0.12999998,0.28876954,4.6278911
0.27000001,0.12999998,0.28659967,4.3478799
0.28,0.12999998,0.21650349,3.3090851
0.28999999,0.12999998,0.29951268,4.4225135
0.29999998,0.12999998,0.29352573,4.2843733
0.30999997,0.12999998,0.29332206,4.2404089
0.31999996,0.12999998,0.28461042,4.4062724
0.32999995,0.12999998,0.27335599,4.343647
0.33999994,0.12999998,0.28308526,4.2297702
0.34999993,0.12999998,0.24609332,3.6641691
0.35999992,0.12999998,0.25846884,4.0539303
0.36999992,0.12999998,0.30131406,4.3528109
0.37999991,0.12999998,0.27118027,4.3671365
0.3899999,0.12999998,0.28938338,4.5224671
0.39999989,0.12999998,0.27689081,4.1398797
0.40999988,0.12999998,0.28213423,4.1786242
0.41999987,0.12999998,0.27998915,4.521811
0.42999986,0.12999998,0.29421008,4.2735929
0.43999985,0.12999998,0.27948558,4.2830386
0.44999984,0.12999998,0.28417534,4.4458137
0.45999983,0.12999998,0.2889266,4.6404514
0.46999982,0.12999998,0.2611604,3.7948868
0.47999981,0.12999998,0.29453567,4.5701833
0.4899998,0.12999998,0.24058853,4.0881343
0.49999979,0.12999998,0.28917956,4.0977874
0.50999981,0.12999998,0.27329296,4.2484207
0.5199998,0.12999998,0.29328755,3.9239962
0.52999979,0.12999998,0.24422882,4.0940647
0.53999978,0.12999998,0.29339877,4.3433733
0.54999977,0.12999998,0.28878531,4.6435571
0.55999976,0.12999998,0.28239948,4.1729794
0.56999975,0.12999998,0.2841365,4.5274987
0.57999974,0.12999998,0.2791138,4.6782584
0.58999974,0.12999998,0.27845213,4.410471
0.59999973,0.12999998,0.24786998,3.6888807
0.60999972,0.12999998,0.2816661,4.3849921
0.61999971,0.12999998,0.28608656,4.4635434
0.6299997,0.12999998,0.26586989,4.3891134
0.63999969,0.12999998,0.27882102,4.5319571
0.64999968,0.12999998,0.27427548,4.1249647
0.65999967,0.12999998,0.29028371,4.4986777
0.66999966,0.12999998,0.25575772,3.5641377
0.67999965,0.12999998,0.27089727,3.9628203
0.68999964,0.12999998,0.25906125,3.6626003
0.69999963,0.12999998,0.29071286,4.3908539
0.70999962,0.12999998,0.25263971,3.8759506
0.71999961,0.12999998,0.28846288,4.3818245
0.7299996,0.12999998,0.28586632,4.2637191
0.73999959,0.12999998,0.25582144,4.2943163
0.74999958,0.12999998,0.24467172,3.7022049
0.75999957,0.12999998,0.27157626,4.3653069
0.76999956,0.12999998,0.28821021,4.3019762
0.77999955,0.12999998,0.27551249,4.4238238
0.78999954,0.12999998,0.28890219,4.4275546
0.79999954,0.12999998,0.29648662,4.2981138
0.80999953,0.12999998,0.27812693,4.4234962
0.81999952,0.12999998,0.29509839,4.1454678
0.82999951,0.12999998,0.27518502,4.3533859
0.8399995,0.12999998,0.29243058,4.2648063
0.84999949,0.12999998,0.30364022,4.3464694
0.85999948,0.12999998,0.29904038,4.3945775
0.86999947,0.12999998,0.29011744,4.6188045
0.87999946,0.12999998,0.28680825,4.0706272
0.88999945,0.12999998,0.27524191,4.2949133
0.89999944,0.12999998,0.28865045,4.1771874
0.90999943,0.12999998,0.25171015,4.0295935
0.91999942,0.12999998,0.28511906,4.2364912
0.92999941,0.12999998,0.25515762,4.2403817
0.9399994,0.12999998,0.28514302,4.4098511
0.94999939,0.12999998,0.23998415,3.8005147
0.95999938,0.12999998,0.27635682,4.1449184
0.96999937,0.12999998,0.29872128,4.8727155
0.97999936,0.12999998,0.27398193,4.4581919
0.98999935,0.12999998,0.2782079,4.3248339
0.99999934,0.12999998,0.27711588,4.8999238
0,0.13999999,0,0
0.00999999978,0.13999999,0.0641468614,1.9393939
0.0199999996,0.13999999,0.0776755661,1.9882541
0.0299999993,0.13999999,0.0939238295,2.051564
0.0399999991,0.13999999,0.11125894,2.1282463
0.049999997,0.13999999,0.13146578,2.2516904
0.0599999949,0.13999999,0.15305036,2.343951
0.0699999928,0.13999999,0.17496948,2.5150836
0.0799999908,0.13999999,0.19972768,2.6044452
0.0899999887,0.13999999,0.22590259,2.7631149
0.0999999866,0.13999999,0.24292761,2.8723443
0.10999998,0.13999999,0.26915759,3.056967
0.11999998,0.13999999,0.28694761,3.109308
0.12999998,0.13999999,0.3112675,4.7289267
0.13999999,0.13999999,0.32298175,6.7458286
0.14999999,0.13999999,0.30796024,6.1111736
0.16,0.13999999,0.30079946,5.9673395
0.17,0.13999999,0.30515543,5.7119098
0.18000001,0.13999999,0.32305372,6.1599665
0.19000001,0.13999999,0.272946,4.5479832
0.20000002,0.13999999,0.32218754,5.063633
0.21000002,0.13999999,0.29774836,4.6628304
0.22000003,0.13999999,0.28017601,4.4288287
0.23000003,0.13999999,0.2716172,4.385262
0.24000004,0.13999999,0.31318232,4.9050736
0.25000003,0.13999999,0.27095398,3.9362817
0.26000002,0.13999999,0.30911312,4.5579371
0.27000001,0.13999999,0.31409883,4.7180715
0.28,0.13999999,0.2949695,4.6836286
0.28999999,0.13999999,0.30245322,4.4917006
0.29999998,0.13999999,0.29775515,3.8954892
0.30999997,0.13999999,0.30310628,4.7303562
0.31999996,0.13999999,0.30406588,4.6133647
0.32999995,0.13999999,0.31402931,4.8108807
0.33999994,0.13999999,0.31858546,5.072062
0.34999993,0.13999999,0.28043661,4.3591552
0.35999992,0.13999999,0.31293231,4.7049494
0.36999992,0.13999999,0.31610033,4.5975695
0.37999991,0.13999999,0.31347302,4.7728958
0.3899999,0.13999999,0.28322104,4.4069386
0.39999989,0.13999999,0.29605073,4.7733593
0.40999988,0.13999999,0.29393035,4.6911883
0.41999987,0.13999999,0.30975166,4.5723681
0.42999986,0.13999999,0.32477865,4.8298206
0.43999985,0.13999999,0.2942521,4.5363989
0.44999984,0.13999999,0.30696848,4.7341733
0.45999983,0.13999999,0.30971152,4.6739879
0.46999982,0.13999999,0.3208892,5.0619321
0.47999981,0.13999999,0.2991873,4.6735463
0.4899998,0.13999999,0.31057715,4.3372917
0.49999979,0.13999999,0.3081359,4.4660921
0.50999981,0.13999999,0.31955019,4.5618901
0.5199998,0.13999999,0.26789349,4.0668025
0.52999979,0.13999999,0.30738586,4.8095446
0.53999978,0.13999999,0.30908352,4.9922056
0.54999977,0.13999999,0.31131241,4.8970823
0.55999976,0.13999999,0.31246468,4.3627534
0.56999975,0.13999999,0.3092677,5.0451717
0.57999974,0.13999999,0.29427978,4.447886
0.58999974,0.13999999,0.31271723,4.7229519
0.59999973,0.13999999,0.29568034,4.8283434
0.60999972,0.13999999,0.3077212,4.8231959
0.61999971,0.13999999,0.29788122,4.5495601
0.6299997,0.13999999,0.32201156,4.8589296
0.63999969,0.13999999,0.2915369,4.3269873
0.64999968,0.13999999,0.29446256,4.6356907
0.65999967,0.13999999,0.29838571,4.7209682
0.66999966,0.13999999,0.32423994,4.124651
0.67999965,0.13999999,0.29704398,4.7213984
0.68999964,0.13999999,0.3107639,4.7531681
0.69999963,0.13999999,0.30559289,4.7627482
0.70999962,0.13999999,0.29127848,4.2299948
0.71999961,0.13999999,0.3052986,4.3675542
0.7299996,0.13999999,0.30427945,4.3738556
0.73999959,0.13999999,0.31867188,4.5632601
0.74999958,0.13999999,0.30276275,4.6881471
0.75999957,0.13999999,0.31013015,4.3607454
0.76999956,0.13999999,0.29962206,4.4695616
0.77999955,0.13999999,0.29192689,4.5976071
0.78999954,0.13999999,0.28804958,4.3541746
0.79999954,0.13999999,0.3100895,4.7080312
0.80999953,0.13999999,0.29368737,4.6310163
0.81999952,0.13999999,0.31088892,4.844974
0.82999951,0.13999999,0.31512558,4.6978145
0.8399995,0.13999999,0.3022337,4.7177496
0.84999949,0.13999999,0.29586768,4.9006543
0.85999948,0.13999999,0.32168058,4.164156
0.86999947,0.13999999,0.30995739,4.6797953
0.87999946,0.13999999,0.29589915,4.4263897
0.88999945,0.13999999,0.30257344,4.1197762
0.89999944,0.13999999,0.29965663,4.6382647
0.90999943,0.13999999,0.30873317,4.7307229
0.91999942,0.13999999,0.26717809,4.3371615
0.92999941,0.13999999,0.29558733,4.3391795
0.9399994,0.13999999,0.31011763,4.4542928
0.94999939,0.13999999,0.30652574,5.2089839
0.95999938,0.13999999,0.31013456,4.8080478
0.96999937,0.13999999,0.29250336,4.3510685
0.97999936,0.13999999,0.26059872,3.9934397
0.98999935,0.13999999,0.31335482,4.9708538
0.99999934,0.13999999,0.30286545,4.2327709
0,0.14999999,0,0
0.00999999978,0.14999999,0.0650552809,1.9168853
0.0199999996,0.14999999,0.0777188018,2.0013871
0.0299999993,0.14999999,0.0931487158,2.0913789
0.0399999991,0.14999999,0.11269237,2.1533356
0.049999997,0.14999999,0.13247633,2.2091324
0.0599999949,0.14999999,0.15738893,2.3428266
0.0699999928,0.14999999,0.17418644,2.476413
0.0799999908,0.14999999,0.20224763,2.6478839
0.0899999887,0.14999999,0.22489122,2.7783723
0.0999999866,0.14999999,0.24603987,2.8946679
0.10999998,0.14999999,0.27733797,3.0823023
0.11999998,0.14999999,0.29653928,3.1902919
0.12999998,0.14999999,0.3166618,3.3310487
0.13999999,0.14999999,0.31926301,5.8723016
0.14999999,0.14999999,0.31196478,6.5045714
0.16,0.14999999,0.34467506,6.6981993
0.17,0.14999999,0.31492656,6.3474383
0.18000001,0.14999999,0.33475569,5.942028
0.19000001,0.14999999,0.31411022,5.5789523
0.20000002,0.14999999,0.31483093,5.6328444
0.21000002,0.14999999,0.32701904,5.1900511
0.22000003,0.14999999,0.33146471,5.1972075
0.23000003,0.14999999,0.32466224,4.9652615
0.24000004,0.14999999,0.28866133,4.225934
0.25000003,0.14999999,0.31504026,5.0070853
0.26000002,0.14999999,0.32819006,4.8596025
0.27000001,0.14999999,0.3171075,4.8392191
0.28,0.14999999,0.33350688,4.7750125
0.28999999,0.14999999,0.31757197,5.0600133
0.29999998,0.14999999,0.32560152,4.901114
0.30999997,0.14999999,0.31547958,4.5371609
0.31999996,0.14999999,0.32655627,5.1538663
0.32999995,0.14999999,0.32101023,4.7330332
0.33999994,0.14999999,0.32356295,4.9158831
0.34999993,0.14999999,0.31589848,4.6423736
0.35999992,0.14999999,0.32980233,4.8045378
0.36999992,0.14999999,0.31367272,4.7532072
0.37999991,0.14999999,0.31915942,4.4272256
0.3899999,0.14999999,0.29905581,4.5911889
0.39999989,0.14999999,0.3211762,4.9961462
0.40999988,0.14999999,0.31994161,5.1109977
0.41999987,0.14999999,0.31566882,4.8009243
0.42999986,0.14999999,0.32426539,4.592257
0.43999985,0.14999999,0.33488753,4.8770881
0.44999984,0.14999999,0.33300439,4.6159425
0.45999983,0.14999999,0.31848699,4.707922
0.46999982,0.14999999,0.32100108,4.9710126
0.47999981,0.14999999,0.31654504,4.994463
0.4899998,0.14999999,0.31423488,4.7549562
0.49999979,0.14999999,0.31859234,4.8575368
0.50999981,0.14999999,0.33855754,5.1881757
0.5199998,0.14999999,0.31471318,4.6773958
0.52999979,0.14999999,0.31895357,4.8652816
0.53999978,0.14999999,0.32580313,4.7193589
0.54999977,0.14999999,0.31666684,5.09126
0.55999976,0.14999999,0.33537278,5.0241013
0.56999975,0.14999999,0.33636555,4.8313589
0.57999974,0.14999999,0.33134073,4.821075
0.58999974,0.14999999,0.32647648,4.9766603
0.59999973,0.14999999,0.34038475,4.7491307
0.60999972,0.14999999,0.32993358,4.9191628
0.61999971,0.14999999,0.31689164,4.3654842
0.6299997,0.14999999,0.336694,4.9262862
0.63999969,0.14999999,0.33189628,4.6985445
0.64999968,0.14999999,0.31475943,4.6103749
0.65999967,0.14999999,0.33057684,4.8522406
0.66999966,0.14999999,0.32095343,4.9770985
0.67999965,0.14999999,0.28878534,4.53054
0.68999964,0.14999999,0.32385886,4.6506753
0.69999963,0.14999999,0.3310366,4.8658609
0.70999962,0.14999999,0.32907674,4.7554007
0.71999961,0.14999999,0.2954061,4.1744738
0.7299996,0.14999999,0.31753957,4.8990531
0.73999959,0.14999999,0.32704327,4.5537438
0.74999958,0.14999999,0.3228898,4.9746857
0.75999957,0.14999999,0.33411658,4.9035158
0.76999956,0.14999999,0.33105054,5.1163783
0.77999955,0.14999999,0.28112984,4.4454803
0.78999954,0.14999999,0.3272672,4.9076285
0.79999954,0.14999999,0.32806075,4.854353
0.80999953,0.14999999,0.29923475,4.4783449
0.81999952,0.14999999,0.31558552,4.7272639
0.82999951,0.14999999,0.35569549,5.1088505
0.8399995,0.14999999,0.33528247,4.7872238
0.84999949,0.14999999,0.3388668,4.5946441
0.85999948,0.14999999,0.33733481,4.996212
0.86999947,0.14999999,0.3307789,4.8699765
0.87999946,0.14999999,0.30721655,4.8292055
0.88999945,0.14999999,0.33342963,5.1917706
0.89999944,0.14999999,0.35400838,4.7973804
0.90999943,0.14999999,0.32309854,4.7537642
0.91999942,0.14999999,0.31305853,4.5566797
0.92999941,0.14999999,0.35580051,5.205224
0.9399994,0.14999999,0.33638194,4.5368204
0.94999939,0.14999999,0.33894688,4.925159
0.95999938,0.14999999,0.30682507,4.7947488
0.96999937,0.14999999,0.33179885,4.7236161
0.97999936,0.14999999,0.34398744,5.4759684
0.98999935,0.14999999,0.33624437,4.961628
0.99999934,0.14999999,0.32762471,5.172636
0,0.16,0,0
0.00999999978,0.16,0.0627770573,1.9433944
0.0199999996,0.16,0.077753827,1.9831115
0.0299999993,0.16,0.0977442339,2.0995283
0.0399999991,0.16,0.1129756,2.1466177
0.049999997,0.16,0.13291268,2.2467017
0.0599999949,0.16,0.15847257,2.4003031
0.0699999928,0.16,0.17269947,2.4563215
0.0799999908,0.16,0.19908999,2.6151497
0.0899999887,0.16,0.22341423,2.7648592
0.0999999866,0.16,0.24694176,2.8652241
0.10999998,0.16,0.26639584,3.0507579
0.11999998,0.16,0.28764096,3.2046049
0.12999998,0.16,0.31271541,3.388423
0.13999999,0.16,0.33601999,3.8108966
0.14999999,0.16,0.34506828,6.7873683
0.16,0.16,0.35356873,7.0150514
0.17,0.16,0.32718098,6.4741163
0.18000001,0.16,0.35385197,6.262692
0.19000001,0.16,0.34144995,5.6271119
0.20000002,0.16,0.3535116,5.7865949
0.21000002,0.16,0.31013787,5.2013431
0.22000003,0.16,0.33854905,5.5893354
0.23000003,0.16,0.33708546,5.271625
0.24000004,0.16,0.34997812,5.7083306
0.25000003,0.16,0.33967233,5.5730515
0.26000002,0.16,0.34938174,4.998167
0.27000001,0.16,0.35155463,5.1749334
0.28,0.16,0.35467333,5.0234723
0.28999999,0.16,0.34004471,5.0720325
0.29999998,0.16,0.34828386,5.1006284
0.30999997,0.16,0.35972616,5.4372692
0.31999996,0.16,0.33939219,4.8454823
0.32999995,0.16,0.33780473,4.6809578
0.33999994,0.16,0.33847499,5.2218509
0.34999993,0.16,0.34395367,5.1009173
0.35999992,0.16,0.33756682,5.123323
0.36999992,0.16,0.35084692,4.8399758
0.37999991,0.16,0.33142337,4.8263898
0.3899999,0.16,0.33346945,5.0739579
0.39999989,0.16,0.33775494,5.4092116
0.40999988,0.16,0.35295701,5.4107461
0.41999987,0.16,0.34275916,5.0805998
0.42999986,0.16,0.34069118,5.1012197
0.43999985,0.16,0.35216931,5.0632834
0.44999984,0.16,0.35111183,5.5841799
0.45999983,0.16,0.32843214,4.9125795
0.46999982,0.16,0.35035855,5.6198211
0.47999981,0.16,0.30989158,4.7538085
0.4899998,0.16,0.33701015,5.0943785
0.49999979,0.16,0.29300615,4.1575222
0.50999981,0.16,0.34344932,4.9265881
0.5199998,0.16,0.34312427,5.0543585
0.52999979,0.16,0.34147775,5.2785287
0.53999978,0.16,0.35345092,5.1257572
0.54999977,0.16,0.32581392,4.8890224
0.55999976,0.16,0.34776413,5.2968202
0.56999975,0.16,0.35820341,4.9582605
0.57999974,0.16,0.34180149,5.0233092
0.58999974,0.16,0.35518572,4.7011037
0.59999973,0.16,0.35170314,5.2761521
0.60999972,0.16,0.36284,5.2236629
0.61999971,0.16,0.33002955,4.6059189
0.6299997,0.16,0.34945872,5.4180522
0.63999969,0.16,0.34502688,4.4069653
0.64999968,0.16,0.34296378,5.1790338
0.65999967,0.16,0.35084835,5.4187446
0.66999966,0.16,0.30262998,5.0287466
0.67999965,0.16,0.33624187,4.7676001
0.68999964,0.16,0.36126429,5.0560174
0.69999963,0.16,0.34216079,4.9223461
0.70999962,0.16,0.34794751,4.8638148
0.71999961,0.16,0.34303653,5.1372929
0.7299996,0.16,0.3271465,5.0128922
0.73999959,0.16,0.34479228,4.9635668
0.74999958,0.16,0.34759408,4.9647417
0.75999957,0.16,0.33466578,5.1177406
0.76999956,0.16,0.34612015,5.3237023
0.77999955,0.16,0.32835552,4.8017383
0.78999954,0.16,0.34426689,5.0969439
0.79999954,0.16,0.34718791,4.7203779
0.80999953,0.16,0.33620724,4.9042087
0.81999952,0.16,0.34021124,4.743526
0.82999951,0.16,0.33172661,4.664093
0.8399995,0.16,0.35613149,5.1497664
0.84999949,0.16,0.35209706,5.4392095
0.85999948,0.16,0.34672999,5.4389648
0.86999947,0.16,0.3536717,5.4565744
0.87999946,0.16,0.34419444,4.7289143
0.88999945,0.16,0.3255817,4.8376827
0.89999944,0.16,0.3343955,4.8765559
0.90999943,0.16,0.33022806,4.2882743
0.91999942,0.16,0.34863225,5.216393
0.92999941,0.16,0.34281039,4.862257
0.9399994,0.16,0.30379316,4.8344636
0.94999939,0.16,0.3189041,4.326087
0.95999938,0.16,0.32937565,5.0594807
0.96999937,0.16,0.35183302,5.4646773
0.97999936,0.16,0.33147201,4.9637852
0.98999935,0.16,0.34120896,5.598074
0.99999934,0.16,0.32481492,5.2346053
0,0.17,0,0
0.00999999978,0.17,0.0615777038,1.9135104
0.0199999996,0.17,0.0800587237,1.9919264
0.0299999993,0.17,0.0993237793,2.0648997
0.0399999991,0.17,0.11558086,2.1629848
0.049999997,0.17,0.13589025,2.2941363
0.0599999949,0.17,0.15264255,2.3456335
0.0699999928,0.17,0.18187363,2.4902658
0.0799999908,0.17,0.19864966,2.6479197
0.0899999887,0.17,0.22175804,2.761445
0.0999999866,0.17,0.2427119,2.8644099
0.10999998,0.17,0.27190524,3.0764251
0.11999998,0.17,0.28398064,3.1168852
0.12999998,0.17,0.31098592,3.30934
0.13999999,0.17,0.33143708,3.5402997
0.14999999,0.17,0.37198341,4.1021767
0.16,0.17,0.37784219,6.8225851
0.17,0.17,0.34517235,6.7945232
0.18000001,0.17,0.35563117,7.0956178
0.19000001,0.17,0.36687881,6.8675051
0.20000002,0.17,0.35789922,6.4613147
0.21000002,0.17,0.35635084,6.1791878
0.22000003,0.17,0.34496754,5.4859538
0.23000003,0.17,0.36125743,5.0904016
0.24000004,0.17,0.35590634,5.2305441
0.25000003,0.17,0.3448697,5.1186543
0.26000002,0.17,0.35603166,5.2974668
0.27000001,0.17,0.38148683,5.3080492
0.28,0.17,0.37537074,5.1549239
0.28999999,0.17,0.3684237,5.7648296
0.29999998,0.17,0.36502683,5.0789995
0.30999997,0.17,0.35505387,5.2591252
0.31999996,0.17,0.34714043,5.4140825
0.32999995,0.17,0.36426124,5.098228
0.33999994,0.17,0.37976363,4.9774318
0.34999993,0.17,0.3688046,5.256319
0.35999992,0.17,0.36120135,5.5006781
0.36999992,0.17,0.37090358,4.8131695
0.37999991,0.17,0.38039666,5.4642973
0.3899999,0.17,0.32283941,4.7460189
0.39999989,0.17,0.37768865,4.9401383
0.40999988,0.17,0.34176999,5.210412
0.41999987,0.17,0.35877123,5.5471749
0.42999986,0.17,0.35505724,5.4402184
0.43999985,0.17,0.37773007,5.2794752
0.44999984,0.17,0.34657115,5.2037954
0.45999983,0.17,0.35456532,5.4306316
0.46999982,0.17,0.36575094,5.1806326
0.47999981,0.17,0.35781023,5.3072014
0.4899998,0.17,0.36963812,5.0246382
0.49999979,0.17,0.36337703,5.4168806
0.50999981,0.17,0.36819583,5.4872446
0.5199998,0.17,0.36445296,4.6620159
0.52999979,0.17,0.35974038,5.0515614
0.53999978,0.17,0.35486704,5.4244909
0.54999977,0.17,0.35933053,5.3260198
0.55999976,0.17,0.35635033,5.0534678
0.56999975,0.17,0.37141255,5.2948847
0.57999974,0.17,0.35249051,5.5768566
0.58999974,0.17,0.35952422,5.3644328
0.59999973,0.17,0.37572691,5.8084378
0.60999972,0.17,0.32903823,5.3618574
0.61999971,0.17,0.36729002,5.3222804
0.6299997,0.17,0.37675765,5.2459707
0.63999969,0.17,0.36791971,4.7681952
0.64999968,0.17,0.36749294,5.0863538
0.65999967,0.17,0.35265052,5.0822148
0.66999966,0.17,0.36316344,5.812398
0.67999965,0.17,0.36174095,5.6542058
0.68999964,0.17,0.35996178,5.2947173
0.69999963,0.17,0.3715418,5.1831908
0.70999962,0.17,0.3816458,4.7580137
0.71999961,0.17,0.36567768,5.554935
0.7299996,0.17,0.36315116,4.8945031
0.73999959,0.17,0.36314529,5.2065682
0.74999958,0.17,0.35976693,4.9244833
0.75999957,0.17,0.36342835,5.5049582
0.76999956,0.17,0.35623354,5.7062483
0.77999955,0.17,0.37733182,5.3938179
0.78999954,0.17,0.3110038,4.9301281
0.79999954,0.17,0.36338979,5.2758126
0.80999953,0.17,0.35805205,5.7422752
0.81999952,0.17,0.36572146,4.7910757
0.82999951,0.17,0.37718436,5.5978518
0.8399995,0.17,0.35998413,5.5774145
0.84999949,0.17,0.37178475,5.4460545
0.85999948,0.17,0.36724302,5.6356568
0.86999947,0.17,0.36714014,5.4183598
0.87999946,0.17,0.31694594,4.8544788
0.88999945,0.17,0.35025039,4.8147283
0.89999944,0.17,0.36084178,4.3622475
0.90999943,0.17,0.36574832,5.0362267
0.91999942,0.17,0.3670724,5.1108208
0.92999941,0.17,0.3591862,5.4896474
0.9399994,0.17,0.36451685,4.9157834
0.94999939,0.17,0.35992724,5.5130563
0.95999938,0.17,0.35116252,5.3015203
0.96999937,0.17,0.37766847,5.715097
0.97999936,0.17,0.37028396,5.5829692
0.98999935,0.17,0.3866874,4.8760395
0.99999934,0.17,0.37614211,5.2715702
0,0.18000001,0,0
0.00999999978,0.18000001,0.0634752214,1.935722
0.0199999996,0.18000001,0.0770881101,1.9875692
0.0299999993,0.18000001,0.0926755741,2.047298
0.0399999991,0.18000001,0.11857709,2.1534266
0.049999997,0.18000001,0.13581929,2.2514598
0.0599999949,0.18000001,0.15516873,2.4215024
0.0699999928,0.18000001,0.17562619,2.4778409
0.0799999908,0.18000001,0.20343582,2.6288934
0.0899999887,0.18000001,0.22837612,2.7820375
0.0999999866,0.18000001,0.24852666,2.8308849
0.10999998,0.18000001,0.26445603,3.0070159
0.11999998,0.18000001,0.29803655,3.2784066
0.12999998,0.18000001,0.31505856,3.3760326
0.13999999,0.18000001,0.33128801,3.4873855
0.14999999,0.18000001,0.36009365,3.650562
0.16,0.18000001,0.38742939,5.7049828
0.17,0.18000001,0.3882806,7.5222068
0.18000001,0.18000001,0.38694921,6.4689298
0.19000001,0.18000001,0.3944276,6.8193946
0.20000002,0.18000001,0.38106987,7.0694971
0.21000002,0.18000001,0.38593295,6.3543882
0.22000003,0.18000001,0.38732895,6.0216408
0.23000003,0.18000001,0.37137437,5.6353216
0.24000004,0.18000001,0.36934349,5.6390638
0.25000003,0.18000001,0.37393716,5.1556048
0.26000002,0.18000001,0.37926593,5.9251533
0.27000001,0.18000001,0.37662533,5.346385
0.28,0.18000001,0.38509887,5.6109886
0.28999999,0.18000001,0.39070296,5.2465587
0.29999998,0.18000001,0.37724057,5.4092526
0.30999997,0.18000001,0.38129011,5.3243699
0.31999996,0.18000001,0.38686496,5.9008279
0.32999995,0.18000001,0.39389744,5.7607441
0.33999994,0.18000001,0.38378504,6.114017
0.34999993,0.18000001,0.37978575,5.4078789
0.35999992,0.18000001,0.3752104,5.9343977
0.36999992,0.18000001,0.38095883,5.13976
0.37999991,0.18000001,0.38106483,6.1397386
0.3899999,0.18000001,0.37801585,5.424624
0.39999989,0.18000001,0.37954751,5.6584587
0.40999988,0.18000001,0.37391904,5.3756371
0.41999987,0.18000001,0.38118139,5.5040426
0.42999986,0.18000001,0.36957943,5.5525813
0.43999985,0.18000001,0.38205245,5.298419
0.44999984,0.18000001,0.3641541,5.3357201
0.45999983,0.18000001,0.37620789,5.316227
0.46999982,0.18000001,0.37489796,5.6549058
0.47999981,0.18000001,0.3939383,5.5431976
0.4899998,0.18000001,0.37084284,5.7042785
0.49999979,0.18000001,0.38347882,5.4555316
0.50999981,0.18000001,0.39901277,5.6443019
0.5199998,0.18000001,0.38362515,5.3512468
0.52999979,0.18000001,0.37835041,5.5334215
0.53999978,0.18000001,0.37608489,5.2594724
0.54999977,0.18000001,0.37054691,5.6279559
0.55999976,0.18000001,0.36712435,5.3016052
0.56999975,0.18000001,0.39604187,5.4974809
0.57999974,0.18000001,0.38720629,5.1307034
0.58999974,0.18000001,0.37659252,5.5813174
0.59999973,0.18000001,0.3655743,5.5109444
0.60999972,0.18000001,0.37185806,5.2280655
0.61999971,0.18000001,0.38849154,5.360724
0.6299997,0.18000001,0.39894566,5.0352778
0.63999969,0.18000001,0.37529165,5.5046291
0.64999968,0.18000001,0.36892751,5.2258387
0.65999967,0.18000001,0.39181086,5.3175316
0.66999966,0.18000001,0.32814202,4.9387746
0.67999965,0.18000001,0.39280036,5.5265908
0.68999964,0.18000001,0.38400406,5.549293
0.69999963,0.18000001,0.40253127,4.9635291
0.70999962,0.18000001,0.37646896,5.7844133
0.71999961,0.18000001,0.40311983,5.6694837
0.7299996,0.18000001,0.39735809,5.4772964
0.73999959,0.18000001,0.38815036,5.9287863
